width;height;bbox
2322;1134;2592374.9637429,1221427.2860846855,2598222.7580983196,1224283.185653611
2545;1428;2608358.773197449,1228177.3920175766,2648039.1497909827,1250442.0591199605
2070;1111;2603711.017247797,1234448.0061188946,2609724.600743902,1237675.5864397506
2331;1344;2636175.084968245,1245745.5895845934,2636409.228794985,1245880.591430642
2274;1104;2614255.4911448695,1244597.6457458497,2614705.771729556,1244816.2516233758
2545;1424;2593220.3055247893,1224758.977262955,2599374.2564418274,1228202.2881100525
2040;1250;2606376.439581467,1229013.2606896502,2617985.962286881,1236126.9388179681
2369;1083;2599787.536366882,1252078.5658438664,2599821.483305838,1252094.0848539507
2342;1135;2615783.295200659,1256621.6384697978,2616058.643246685,1256755.0799865525
1950;1407;2639216.6213453994,1241311.7511842907,2643948.343127186,1244725.870439149
2214;1194;2614505.6600734284,1228005.8209757127,2616284.7595293084,1228965.2811158758
2228;1370;2600456.9711698457,1215593.3345062532,2600492.935232485,1215615.4488535672
2200;1181;2608763.949186004,1234158.3499765943,2627412.9009557483,1244169.4463584435
1956;1149;2601915.826660479,1215025.5813682785,2601944.1927904557,1215042.2442943228
2068;1299;2595904.9357365565,1241806.3709556407,2611494.436635026,1251598.8088991183
1957;1159;2607468.6867834916,1243165.0019313046,2608722.303366227,1243907.435053119
2411;1223;2601338.769779734,1232596.8092988774,2601452.5147534083,1232654.507392118
2092;1231;2596429.226190355,1220105.5081787503,2630875.939297535,1240375.060681111
2322;1431;2590797.4312169747,1223170.7050351019,2638805.413460971,1252757.0196738436
2476;1262;2595922.545600907,1256729.4228885463,2607767.832972481,1262766.8835763196
2107;1410;2599434.9272366515,1215721.9845581444,2602727.719339468,1217925.5141570864
2384;1178;2625444.1828413852,1238503.5898126536,2625804.476220695,1238681.6206854833
2260;1319;2597969.673922329,1213879.5256284268,2609483.463099353,1220599.2990463448
1979;1257;2608867.4235097663,1237846.5190532594,2608949.0230924683,1237898.3486012416
2454;1224;2594603.212829243,1214976.7629395907,2643911.130012548,1239570.4429038798
1960;1176;2600043.3096133857,1220832.0133853736,2647690.9403992244,1249420.5918568769
2455;1218;2622958.9082177593,1237427.8741431972,2625289.4713383014,1238584.1372311078
2529;1375;2601440.348132682,1220537.5535945569,2613370.8859597445,1227024.1053985155
2207;1302;2626717.550892472,1235070.0012908198,2627279.8065551645,1235401.6990129885
2028;1406;2603894.228427306,1260505.2498387704,2614435.768778649,1267813.6353091788
2215;1105;2630747.161496921,1244404.5520739881,2633604.3649843107,1245829.9289830471
1998;1129;2621994.722950594,1241962.77649524,2622913.8468670514,1242482.1413108956
2007;1103;2594826.6458812673,1234140.178858358,2601332.1122205816,1237715.430164917
2319;1323;2601763.649266487,1248328.536608819,2633376.458257544,1266363.7872751267
2443;1247;2610222.230011294,1253174.573679788,2617587.1961415675,1256933.932158892
2240;1200;2613325.8797610924,1249088.6595332737,2617241.291262022,1251186.2014087716
2309;1224;2609207.4896003483,1249404.7335452142,2610791.309241268,1250244.3157195256
2199;1216;2596674.621329684,1233972.6504534476,2613618.2611947907,1243342.1211564804
2310;1323;2609927.264035243,1232117.6710728207,2609959.6014828556,1232136.1916109985
1996;1339;2633670.3395482083,1241775.4850207842,2633726.471126498,1241813.140423254
2344;1106;2598548.2225047024,1253930.1289212054,2607068.2758760788,1257950.2564931943
2295;1406;2603551.627154186,1222829.833297203,2603678.7767665978,1222907.7297482055
2364;1433;2598331.995185637,1210478.4434665965,2606748.8186692335,1215580.519630723
2257;1379;2594155.9193537603,1230199.3610633758,2594954.00952247,1230686.9846090784
2080;1333;2637573.994801201,1246952.8148614843,2642419.487452778,1250058.1233732882
2002;1307;2630366.1539055137,1239859.6070755967,2633468.1919764113,1241884.7637982056
2409;1279;2628660.506021796,1240760.711605873,2628801.0684539173,1240835.3398128818
2266;1186;2615606.2214920516,1223410.7543854686,2615631.669474182,1223424.0735852951
2310;1255;2640201.49308929,1248335.5421287753,2642270.1904647895,1249459.4448154643
2456;1406;2604803.06182338,1256089.6148925202,2627991.5077775866,1269364.4337083239
2334;1258;2600766.880633838,1251588.8773959484,2601016.5702568595,1251723.457321296
2406;1185;2614798.6985835196,1248037.2039697226,2618165.1110269236,1249695.2250609254
2009;1081;2640919.1431217995,1239350.8533658267,2645886.976610834,1242023.9384836198
2477;1160;2605426.5775535903,1222721.6617271039,2626229.984513501,1232464.072737801
1993;1438;2605500.4723478486,1232654.219104866,2606091.2664521257,1233080.492021048
2533;1282;2607490.173821743,1224287.9102126218,2609031.0067588673,1225067.755386484
2291;1402;2611976.1819095854,1228072.5247015075,2615736.16928799,1230373.4859867643
2502;1384;2618073.7362388032,1224107.4982490211,2642867.2683969787,1237822.2258696908
2452;1103;2593089.1853719773,1236203.974214406,2621562.290469259,1249012.2266297003
1928;1159;2602518.4508944275,1223612.8238667184,2605023.7921163393,1225118.8873917162
2346;1271;2623578.861223402,1251619.7291485516,2643338.1579287606,1262324.7871675247
2270;1162;2612773.7342772023,1259860.414233971,2620459.4748326153,1263794.7008090327
2380;1413;2614067.2742533246,1211365.3137631526,2647658.719270413,1231308.4699854825
1933;1215;2604673.6973549128,1257039.4604535452,2604726.73018502,1257072.7945914553
2176;1264;2637249.62405441,1250165.96167779,2638029.0296733403,1250618.7046476097
2250;1130;2605480.1976319854,1241812.7414844201,2620605.6773366914,1249409.093513895
2107;1367;2613539.1099448847,1228641.8560627936,2613973.5954440758,1228923.7458005222
2499;1152;2608421.7860703333,1228404.5190827933,2646445.183033529,1245932.711680473
2550;1160;2612679.1422949852,1260550.2131232116,2616624.7754519703,1262345.0893828599
2458;1248;2600220.664613282,1252534.5858190088,2600954.7640024773,1252907.3100003419
2347;1147;2604453.275007496,1222520.4338515783,2608367.126315992,1224433.168172347
1937;1213;2609102.944659897,1243907.7706130177,2609155.139849459,1243940.4566042095
2204;1204;2605665.50925892,1235178.258331754,2605730.9759308216,1235214.0214320126
2082;1097;2594496.3704743837,1229320.2301685358,2595971.0295478185,1230097.2239262485
2291;1413;2594923.332187586,1228372.7823112244,2595123.8165965,1228496.433323793
2028;1138;2602230.334089717,1232467.8237567807,2602440.674403878,1232585.8549587114
1975;1429;2634866.5425945506,1245367.4394195557,2640333.3495091065,1249322.9164225433
1985;1177;2601972.817646294,1242623.397186445,2621582.068345992,1254250.6455862154
2007;1202;2637035.799624532,1250616.0591610193,2637838.07522695,1251096.5450972954
2515;1198;2606608.5406843084,1258707.960026898,2606927.1074085836,1258859.706721006
2476;1363;2604095.151899762,1242530.521290803,2612529.8037948064,1247173.6677096018
2410;1338;2601859.798923405,1238132.375756957,2621622.391600404,1249104.3048033575
2090;1429;2625338.8808820224,1237069.118942574,2633817.9009863264,1242866.496803364
2458;1112;2614065.3055255194,1226577.8368528571,2616731.762322799,1227784.1427757924
2193;1391;2611877.4228579537,1233322.4355953867,2612723.13704317,1233858.864428782
2335;1402;2637474.283620563,1246923.3024371627,2640001.6291408385,1248440.7921242828
2558;1338;2613108.07540197,1253773.8064817225,2628795.809678153,1261979.509555035
2295;1185;2594690.9650870087,1253708.8151756837,2597853.8773777764,1255341.952894446
2387;1211;2610666.771689208,1235479.2639878662,2610807.616692921,1235550.7190777264
2480;1128;2624199.908990058,1239797.846994438,2624247.9459202215,1239819.69604977
1970;1150;2601481.7362992815,1259609.5422498414,2601571.3562516407,1259661.8584656857
2319;1272;2607098.148270333,1251084.472527383,2607185.7167286025,1251132.5049029407
2195;1114;2618255.223976417,1257228.5539253496,2618459.328264477,1257332.1403385152
2108;1233;2590659.004337747,1210368.578325685,2630624.323756344,1233744.8775871322
1938;1094;2631536.807612165,1246193.2496950252,2631578.684819213,1246216.8893567955
1980;1332;2610725.3994996194,1251274.356802558,2610958.705402689,1251431.308046441
2271;1357;2604625.76518685,1256992.410216822,2604758.1952985646,1257071.5417278728
2550;1439;2615948.1635040794,1259009.2352772509,2616480.0659847264,1259309.3951477022
2133;1316;2624358.349087343,1240175.2854735488,2624695.4046575944,1240383.2391212052
2137;1083;2632398.1745484476,1241358.7991563177,2638697.743469686,1244551.3275333417
2243;1181;2607433.3197571114,1259360.7669921669,2618183.892905283,1265021.2337277846
2531;1283;2625013.68299053,1232384.17146705,2633620.3347277637,1236747.005990507
2322;1388;2634366.3757255212,1250183.3954445648,2646164.666615267,1257235.9483106139
2079;1325;2612874.432733769,1251958.6862173204,2613917.226853905,1252623.2856445352
2521;1200;2594168.741611955,1223951.874168178,2599706.473524012,1226587.8433448812
1951;1254;2609218.9064966072,1232638.8681100975,2609675.794630839,1232932.531728922
2449;1431;2634919.7343495,1246267.4852002566,2636080.0231201234,1246945.4652863173
2398;1266;2637323.3978362763,1242899.0163965872,2637393.221397804,1242935.8790441663
2378;1302;2600920.915809652,1231265.1269520293,2638221.061731438,1251687.6626922167
2211;1105;2614868.493115717,1230563.1646522006,2615566.1125789206,1230911.8166227296
1977;1368;2609068.967374557,1227730.8665752762,2612090.3011687514,1229821.5011885578
2184;1140;2631099.5367024005,1235707.520790595,2648382.977047276,1244729.0967947887
2322;1234;2599939.351293349,1257965.166633572,2602257.2420506286,1259196.9828241332
1999;1088;2615479.9188170778,1235647.2177419546,2625400.69053693,1241046.8173573618
2044;1091;2605840.504358671,1236607.3228016733,2631614.3370263823,1250364.295130672
2211;1397;2592376.352986789,1236162.678827231,2617439.577559779,1251998.6465922545
2354;1235;2591965.874598374,1243846.4991778473,2630387.6840421935,1264004.075500327
2211;1319;2624277.181500312,1237023.4027020764,2625449.386172776,1237722.6962176715
2468;1350;2600805.680330146,1247920.2573955616,2601031.4359566234,1248043.7460891374
2235;1150;2613456.3758121827,1246464.8452652036,2627665.2965616365,1253775.9230557503
2409;1379;2592665.8758377284,1225508.2855002347,2597237.7543288684,1228125.3965169557
2355;1269;2603624.7618819014,1222887.6119795267,2603880.2202193807,1223025.2665995953
2202;1386;2612445.515887694,1223872.7887692903,2613033.9559663977,1224243.1693092915
2379;1308;2612892.237272826,1249307.1229071307,2637978.040487428,1263099.5695673658
2391;1083;2602334.6768050794,1214291.2316464484,2606150.8620033828,1216019.7672256045
2233;1247;2598389.210200814,1213702.7600137272,2614042.12377769,1222443.997465749
2024;1201;2605503.309515116,1221424.317080278,2607701.247589525,1222728.5283586206
2093;1391;2595913.221122,1230002.2922586575,2637626.668285363,1257724.893789588
2111;1416;2609064.583410759,1237270.8486281757,2609136.912667006,1237319.3650786
2204;1119;2626864.0864170273,1256772.8796245323,2644329.3518919083,1265640.2262971236
2053;1424;2609721.1799586196,1226089.8987855942,2637942.700664994,1245664.8844094987
2107;1416;2631214.13179545,1246697.9296773286,2635018.258390327,1249254.4760742653
2041;1097;2615143.173518542,1252979.2373161244,2618181.3324652584,1254612.1919288372
2142;1199;2610353.2525288956,1223234.4663675637,2632813.6966005927,1235806.8624655865
2372;1123;2618978.765579931,1226184.627305647,2638489.3495956617,1235421.7208341737
2501;1231;2594358.210826021,1214429.362389588,2598821.149429645,1216626.0346890923
2017;1272;2629613.574503322,1240853.2100841757,2649996.487755169,1253707.4816044285
1966;1240;2611347.7322949795,1236802.3365573147,2611804.15950673,1237090.2153683878
2387;1380;2621959.631837614,1241039.0179654595,2626291.4013272775,1243543.3505568865
2088;1166;2607679.3937437683,1251280.9444036533,2607905.7605980514,1251407.35424661
2187;1287;2630819.59686555,1245023.0859355212,2632813.426590543,1246196.4096008462
2118;1398;2633447.186328837,1251402.336660644,2642297.9256345457,1257244.3260607296
2000;1262;2608899.1415754086,1237923.230249238,2616476.4674210534,1242704.5228578395
2494;1128;2618717.0554046608,1257480.577697766,2618777.7442483814,1257508.026380892
2335;1096;2601271.3004120067,1250045.642876547,2604961.514061721,1251777.7517245498
2006;1190;2614297.6047958955,1231002.348680984,2645308.7473309776,1249398.789167897
2123;1185;2604108.944402995,1227284.1927036697,2605429.4811099363,1228021.2798434363
2368;1295;2641106.588398231,1250104.6669799916,2643970.2126692366,1251670.7115031977
2106;1403;2605090.9692718224,1246548.5168340413,2606132.3976948163,1247242.3079439464
2150;1191;2616296.3751199823,1256282.2547871429,2616334.565265963,1256303.41035173
2459;1168;2618683.766999204,1231021.7852590398,2625366.6154830125,1234196.0703461033
2354;1080;2598528.2835789016,1222896.866394008,2615874.4024501527,1230855.1537266127
2247;1101;2605912.824598178,1231472.3503355563,2609551.6396425706,1233255.3211249986
2343;1132;2610848.2506918586,1249490.865507387,2614630.1624433533,1251318.0631611184
2191;1348;2616958.3171825255,1254588.8619876024,2628125.186339673,1261459.213253616
2528;1357;2612245.9659465086,1231787.9427079486,2612503.900764144,1231926.3990163074
2253;1203;2609604.3208637876,1239923.6069972238,2609693.770906366,1239971.3692702914
2086;1406;2614727.785625978,1243901.3717035495,2646869.2355187205,1265565.2636255038
2412;1350;2611748.6996217547,1253142.4551805602,2611952.3659246815,1253256.4475142877
2343;1162;2626404.5953666735,1240685.9743077396,2626665.207803472,1240815.2238389216
2167;1085;2599904.2957612732,1254328.6863854215,2613952.128247265,1261362.3265549191
2138;1224;2590157.3444865695,1229047.5360078602,2594385.888862698,1231468.367774175
2229;1321;2601127.523753001,1227582.030720076,2601527.7898586704,1227819.2454018118
2208;1087;2619609.491848996,1256563.5328226262,2631387.2036001133,1262361.7088522748
2066;1226;2599356.2361631775,1220629.7771568364,2636812.7571799364,1242857.1221551648
2260;1169;2614910.238979785,1246664.5189508928,2619357.504135155,1248964.896369755
2340;1235;2626774.007913024,1240741.5627876162,2628336.175661223,1241566.0402102768
2236;1170;2590318.0540623795,1254706.316638184,2610483.5397116747,1265258.0242453732
2470;1243;2597806.130720036,1223766.0664672798,2599598.81851798,1224668.2166425206
1980;1220;2607939.6896170937,1233102.3609753065,2608575.2963026566,1233493.9974179263
1931;1187;2627451.145067968,1242650.6497230602,2627838.73440004,1242888.9037557736
2476;1257;2606010.4351822194,1245461.7613104498,2625751.1238345094,1255483.5891117137
2399;1276;2597540.0186777953,1257082.602850944,2616408.3823532565,1267118.464480743
2307;1343;2604681.842395555,1242875.0390486857,2636772.24347033,1261556.1871385956
2390;1137;2619564.534975039,1256389.9203447853,2619589.303659226,1256401.70360584
2376;1305;2601330.471956831,1227527.757790679,2601438.885448516,1227587.3030796726
2138;1212;2604623.2096113907,1216268.112291122,2613355.3659428107,1221218.240202105
2301;1155;2616600.6943785753,1226349.4145767791,2620467.41522587,1228290.3370359815
2012;1439;2617475.7043213584,1255928.1696998056,2626976.914686884,1262723.5184652086
2082;1400;2637420.98131847,1247932.210826342,2639555.507044484,1249367.5307189547
2363;1191;2603545.3489045645,1258425.7626488125,2603598.13226923,1258452.3665368012
2203;1162;2605641.119515003,1230042.63503941,2605713.181340597,1230080.6449537724
2457;1339;2627783.2219020287,1243436.490646427,2634344.424096603,1247012.1722656921
2521;1301;2599453.0146978344,1215148.7552096061,2601124.3400935424,1216011.267839442
1987;1247;2615638.8145763073,1240559.0220334402,2627151.742318783,1247784.2967666395
2500;1269;2607487.9102337323,1223971.730867241,2607520.384852779,1223988.2149838689
2484;1093;2621228.2988706715,1232919.113610416,2631068.492182879,1237248.957125006
2489;1272;2591350.8268187214,1231521.8529770353,2646325.289127577,1259616.475739938
2294;1270;2601914.1000456195,1229648.3694749647,2601976.288624512,1229682.7981999838
1943;1427;2616846.7027039872,1254292.0427844336,2617790.6676106555,1254985.3201502676
